drugbank_id,name,groups,atc_codes,smiles,logP
DB00290,Bleomycin,approved|investigational,L01DC01,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1c[nH]cn1,
DB00291,Chlorambucil,approved,L01AA02,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,1.70
DB00292,Etomidate,approved,N01AX07,CCOC(=O)c1cncn1C(C)c1ccccc1,3.05
DB00293,Raltitrexed,approved|investigational,L01BA03,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)s3)ccc2[nH]1,-1.2
DB00294,Etonogestrel,approved|investigational,G03AC08,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3C(=C)CC21CC,3.32
DB00295,Morphine,approved|investigational,A07DA52|N02AA51|N02AA01|N02AG01,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,0.87
DB00296,Ropivacaine,approved,N01BB09,CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,2.90
DB00297,Bupivacaine,approved|investigational,N01BB01|N01BB59|N01BB51,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,3.41
DB00298,Dapiprazole,approved,S01EX02,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,2.3
DB00299,Penciclovir,approved,D06BB06|J05AB13,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,-1.1
DB00300,Tenofovir disoproxil,approved|investigational,J05AR27|J05AF07|J05AR08|J05AR11|J05AR09|J05AR06|J05AR24|J05AR12|J05AR03,CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,1.25
DB00301,Flucloxacillin,approved|investigational,J01CR50|J01CF05,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.58
DB00302,Tranexamic acid,approved,B02AA02,NCC1CCC(C(=O)O)CC1,0.3
DB00303,Ertapenem,approved|investigational,J01DH03,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)Nc4cccc(C(=O)O)c4)C3)C(C)C12,0.3
DB00304,Desogestrel,approved,G03AC09|G03FB10|G03AB05|G03AA09,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,5.65
DB00305,Mitomycin,approved,L01DC03,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,-0.40
DB00306,Talbutal,approved|illicit,N05CA07,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,1.47
DB00307,Bexarotene,approved|investigational,L01XF03,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,6.9
DB00308,Ibutilide,approved,C01BD05,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,4.6
DB00309,Vindesine,approved|investigational,L01CA03,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(N)=O)C(O)C5(CC)C=CCN6CCC43C65)C2)C1,2.9
DB00310,Chlorthalidone,approved,G01AE10|C03EA06|C03BB04|C03BA04,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,0.85
DB00312,Pentobarbital,approved|investigational|vet_approved,N05CB01|N05CA01,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,2.10
DB00313,Valproic acid,approved|investigational,N03AG01,CCCC(CCC)C(=O)O,2.75
DB00314,Capreomycin,approved,J04AB30,CC1NC(=O)C(N)CNC(=O)C(C2CCN=C(N)N2)NC(=O)C(=CNC(N)=O)NC(=O)C(CNC(=O)CC(N)CCCN)NC1=O.NCCCC(N)CC(=O)NCC1NC(=O)C(CO)NC(=O)C(N)CNC(=O)C(C2CCN=C(N)N2)NC(=O)C(=CNC(N)=O)NC1=O,-9.609
DB00315,Zolmitriptan,approved|investigational,N02CC03,CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12,1.792
DB00316,Acetaminophen,approved,N02BE71|N02BE01|N02AJ13|N02AJ17|N02BE51|N02AJ06|N02AJ01,CC(=O)Nc1ccc(O)cc1,0.46
DB00317,Gefitinib,approved|investigational,L01EB01,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,3.2
DB00318,Codeine,approved|illicit,N02AA79|R05DA04|N02AA59|N02AJ08|N02AJ06|N02AJ07,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,1.39
DB00319,Piperacillin,approved,J01CR50|J01CA12,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,0.3
DB00320,Dihydroergotamine,approved|investigational,N02CA51|N02CA01,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,
DB00321,Amitriptyline,approved,N06AA09|N06CA01,CN(C)CCC=C1c2ccccc2CCc2ccccc21,4.92
DB00322,Floxuridine,approved,L01BC09,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,-1.16
DB00323,Tolcapone,approved|withdrawn,N04BX01,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,4
DB00324,Fluorometholone,approved|investigational,D07XB04|D07AB06|S01BA07|S01BB03|C05AA06|D07CB03|S01CB05|S01CA07|D10AA01,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.00
DB00325,Nitroprusside,approved|investigational,C02DD01,N#C[Fe-2](C#N)(C#N)(C#N)(C#N)N=O,
DB00326,Calcium glucoheptonate,approved,A12AA10,O=C([O-])C(O)C(O)C(O)C(O)C(O)CO.O=C([O-])C(O)C(O)C(O)C(O)C(O)CO.[Ca+2],
DB00327,Hydromorphone,approved|illicit,N02AA53|N02AA03|N02AG04,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,1.06
DB00328,Indomethacin,approved|investigational,S01CC02|M01AB51|S01BC01|M02AA23|M01AB01|C01EB03,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.27
DB00330,Ethambutol,approved,J04AK02|J04AM03|J04AM06|J04AM07,CCC(CO)NCCNC(CC)CO,0.4
DB00331,Metformin,approved,A10BD23|A10BD02|A10BD18|A10BD11|A10BD25|A10BA02|A10BD22|A10BD14|A10BD16|A10BD17|A10BD05|A10BD15|A10BD07|A10BD10|A10BD13|A10BD26|A10BD20|A10BD08|A10BD27|A10BD03,CN(C)C(=N)NC(=N)N,-2.6
DB00332,Ipratropium,approved|experimental,R03BB01|R01AX03|R03AL01|R03AL02,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,0.038
DB00333,Methadone,approved,N07BC02|N02AC52,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,3.93
DB00334,Olanzapine,approved|investigational,N05AH53|N05AH03,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,4.094
DB00335,Atenolol,approved,C07CB53|C07AB03|C07FB03|C07DB01|C07BB03|C07CB03,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0.16
DB00336,Nitrofural,approved|investigational|vet_approved|withdrawn,B05CA03|S02AA02|D08AF01|D09AA03|S01AX04|P01CC02,NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,0.23
DB00337,Pimecrolimus,approved|investigational,D11AH02,CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(Cl)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,4.4
DB00338,Omeprazole,approved|investigational|vet_approved,A02BC01|A02BD05|A02BD16|A02BD01,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,2.23
DB00339,Pyrazinamide,approved|investigational,J04AK01|J04AM06|J04AM05,NC(=O)c1cnccn1,-0.60
DB00340,Metixene,approved,N04AA03,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,4.7
DB00341,Cetirizine,approved,S01GX12|R06AE07,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2.8
DB00342,Terfenadine,approved|withdrawn,R06AX12,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,7.1
DB00343,Diltiazem,approved|investigational,C08DB01|C05AE03,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,2.8
DB00344,Protriptyline,approved,N06AA11,CNCCCC1c2ccccc2C=Cc2ccccc21,4.7
DB00345,Aminohippuric acid,approved|investigational,V04CH30,Nc1ccc(C(=O)NCC(=O)O)cc1,-2.2
DB00346,Alfuzosin,approved|investigational,G04CA01|G04CA51,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,1.604
DB00347,Trimethadione,approved,N03AC02,CN1C(=O)OC(C)(C)C1=O,0
DB00348,Nitisinone,approved|investigational,A16AX04,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],1.6
DB00349,Clobazam,approved|illicit,N05BA09,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,2.12
DB00350,Minoxidil,approved|investigational,D11AX01|C02DC01,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],1.24
DB00351,Megestrol acetate,approved|investigational|vet_approved,G03FB04|G03DB02|G03FA08|G03AC05|L02AB01|G03AA04|G03AB01,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,3.2
DB00352,Tioguanine,approved,L01BB03,Nc1nc(=S)c2[nH]cnc2[nH]1,-0.07
DB00353,Methylergometrine,approved,G02AC01|G02AB01,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,1.2
DB00354,Buclizine,approved,R06AE51|R06AE01,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,7.1
DB00355,Aztreonam,approved,J01DF01,CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc([NH3+])n2)C(=O)N1S(=O)(=O)[O-],
DB00356,Chlorzoxazone,approved,M03BB03|M03BB53|M03BB73,O=c1[nH]c2cc(Cl)ccc2o1,1.6
DB00357,Aminoglutethimide,approved|investigational,L02BG01,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,1.3
DB00358,Mefloquine,approved|investigational,P01BF02|P01BC02,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,3.9
DB00359,Sulfadiazine,approved|investigational|vet_approved,J01EE06|J01EC02|G01AE10|J01EE02,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,-0.09
DB00360,Sapropterin,approved|investigational,A16AX07,CC(O)C(O)C1CNc2nc(N)[nH]c(=O)c2N1,-1.7
DB00361,Vinorelbine,approved|investigational,L01CA04,CCC1=CC2CN(C1)Cc1c([nH]c3ccccc13)C(C(=O)OC)(c1cc3c(cc1OC)N(C)C1C(O)(C(=O)OC)C(OC(C)=O)C4(CC)C=CCN5CCC31C54)C2,4
DB00362,Anidulafungin,approved|investigational,J02AX06,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)NC4CC(O)C(O)NC(=O)C5C(O)C(C)CN5C(=O)C(C(C)O)NC(=O)C(C(O)C(O)c5ccc(O)cc5)NC(=O)C5CC(O)CN5C(=O)C(C(C)O)NC4=O)cc3)cc2)cc1,2.9
DB00363,Clozapine,approved,N05AH02,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,3.23
DB00364,Sucralfate,approved,A02BX02,O.O=S(=O)(OCC1OC(OC2(COS(=O)(=O)O[Al](O)O)OC(COS(=O)(=O)O[Al](O)O)C(OS(=O)(=O)O[Al](O)O)C2OS(=O)(=O)O[Al](O)O)C(OS(=O)(=O)O[Al](O)O)C(OS(=O)(=O)O[Al](O)O)C1OS(=O)(=O)O[Al](O)O)O[Al](O)O.O[Al](O)O,-7.087
DB00365,Grepafloxacin,approved|investigational|withdrawn,J01MA11,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,2.9
DB00366,Doxylamine,approved|vet_approved,R06AA09|R06AA59,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,2.5
DB00367,Levonorgestrel,approved|investigational,G03AB03|G03AD01|G03AC03|G03FB09|G03AA07|G03FA11,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,3.8
DB00368,Norepinephrine,approved,C01CA03,NCC(O)c1ccc(O)c(O)c1,-1.24
DB00369,Cidofovir,approved,J05AB12,Nc1ccn(CC(CO)OCP(=O)(O)O)c(=O)n1,-3.9
DB00370,Mirtazapine,approved,N06AX11,CN1CCN2c3ncccc3Cc3ccccc3C2C1,2.9
DB00371,Meprobamate,approved|illicit,N05BC51|N05CX01|N05BC01,CCCC(C)(COC(N)=O)COC(N)=O,0.70
DB00372,Thiethylperazine,approved|withdrawn,R06AD03,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,5.41
DB00373,Timolol,approved,C07AA06|S01ED51|C07BA06|C07DA06|S01ED01,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,1.8
DB00374,Treprostinil,approved|investigational,B01AC21,CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21,3
DB00376,Trihexyphenidyl,approved,N04AA01,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,4.49
DB00377,Palonosetron,approved|investigational,A04AA55|A04AA05,O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,2.7
DB00378,Dydrogesterone,approved|investigational|withdrawn,G03FA14|G03DB01|G03FB08,CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C,3.4
DB00379,Mexiletine,approved|investigational,C01BB02,Cc1cccc(C)c1OCC(C)N,2.15
DB00380,Dexrazoxane,approved|withdrawn,V03AF02,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,-2.6
DB00381,Amlodipine,approved,C09BB13|C09BB04|C10BX18|C07FB12|C09DB05|C09XA53|C10BX03|C09BX04|C09DB07|C09DX06|C09BX01|C10BX11|C09DB02|C10BX09|C09DX01|C10BX19|C09DB01|C09XA54|C10BX07|C09BB03|C07FB07|C09DB06|C07FB13|C09DX08|C08CA01|C09BX03|C09DB04|C09DX03|C08GA02|C08CA51|C09DB09|C10BX14|C09BB07|C09DX07,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,3.00
DB00382,Tacrine,approved|investigational|withdrawn,N06DA01,Nc1c2c(nc3ccccc13)CCCC2,2.71
DB00383,Oxyphencyclimine,approved,A03AA01|A03CA03,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,3.7
DB00384,Triamterene,approved,C03DB02,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,0.98
DB00385,Valrubicin,approved,L01DB09,CCCCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O,2.2
DB00387,Procyclidine,approved,N04AA04,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,4.2
DB00388,Phenylephrine,approved,S01FB01|R01AB01|C01CA06|R01AA04|S01FB51|R01BA53|S01GA05|S01GA55|R01BA03,CNCC(O)c1cccc(O)c1,-0.31
DB00389,Carbimazole,approved|investigational,H03BB01,CCOC(=O)n1ccn(C)c1=S,0.4
DB00390,Digoxin,approved,C01AA05,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,2.37
DB00391,Sulpiride,approved|investigational,N05AL01,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.57
DB00392,Profenamine,approved,N04AA05,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,5.2
DB00393,Nimodipine,approved|investigational,C08CA06,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,3.05
DB00394,Beclomethasone dipropionate,approved|investigational,D07CC04|R03AL09|R03BA01|D07AC15|R03AK08|R03AK13|R01AD01|A07EA07,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,3.49
DB00395,Carisoprodol,approved,M03BA02|M03BA72|M03BA52,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,2.1
DB00396,Progesterone,approved|vet_approved,G03FA04|G03DA04,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,3.87
DB00397,Phenylpropanolamine,approved|vet_approved|withdrawn,R01BA51|R01BA01,CC(N)C(O)c1ccccc1,0.67
DB00398,Sorafenib,approved|investigational,L01EX02,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,
DB00399,Zoledronic acid,approved,M05BB08|M05BA08,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,
DB00400,Griseofulvin,approved|investigational|vet_approved,D01BA01|D01AA08,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,2.18
DB00401,Nisoldipine,approved,C08CA07,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],3.26
DB00402,Eszopiclone,approved|investigational,N05CF04,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,0.81
DB00403,Ceruletide,approved,V04CC04,CSCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)C(NC(=O)C(Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C1CCC(=O)N1)C(C)O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,-0.9
DB00404,Alprazolam,approved|illicit|investigational,N05BA12,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,
DB00405,Dexbrompheniramine,approved,R06AB06|R06AB56,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,3.4
DB00406,Gentian violet cation,approved,G01AX09|D01AE02,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,3.18
DB00408,Loxapine,approved,N05AH01,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,3.6
DB00409,Remoxipride,approved|withdrawn,N05AL04,CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,2.10
DB00410,Mupirocin,approved|investigational|vet_approved,R01AX06|D06AX09,CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O,
DB00411,Carbamoylcholine,approved,N07AB01|S01EB02,C[N+](C)(C)CCOC(N)=O,
DB00412,Rosiglitazone,approved|investigational,A10BD04|A10BG02|A10BD03,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,2.4
DB00413,Pramipexole,approved|investigational,N04BC05,CCCNC1CCc2nc(N)sc2C1,1.42
DB00414,Acetohexamide,approved|investigational|withdrawn,G01AE10|A10BB31,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,2.44
DB00415,Ampicillin,approved|vet_approved,J01CR50|J01CA51|J01CA01|S01AA19,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,1.35
DB00416,Metocurine iodide,approved|withdrawn,,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)C3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1C(C2)[N+](C)(C)CC3.[I-].[I-],
DB00417,Phenoxymethylpenicillin,approved|vet_approved,J01CR50|J01CE10|J01CE02,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,2.09
DB00418,Secobarbital,approved|vet_approved,N05CB01|N05CA06,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,1.97
DB00419,Miglustat,approved,A16AX06,CCCCN1CC(O)C(O)C(O)C1CO,-0.6
DB00420,Promazine,approved|vet_approved,N05AA03,CN(C)CCCN1c2ccccc2Sc2ccccc21,4.55
DB00421,Spironolactone,approved,C03DA01,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,2.78
DB00422,Methylphenidate,approved|investigational,N06BA04,COC(=O)C(c1ccccc1)C1CCCCN1,
DB00423,Methocarbamol,approved|vet_approved,M03BA73|M03BA03|M03BA53,COc1ccccc1OCC(O)COC(N)=O,0.61
DB00424,Hyoscyamine,approved,A03BA03|A03CB31,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,
DB00425,Zolpidem,approved,N05CF02,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,3.02
DB00426,Famciclovir,approved|investigational,J05AB09|S01AD07,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,0.6
DB00427,Triprolidine,approved,R06AX07,Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1,3.92
DB00428,Streptozocin,approved|investigational,L01AD04,CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,-1.45
DB00429,Carboprost tromethamine,approved,G02AD04,CCCCCC(C)(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O.NC(CO)(CO)CO,3.3
DB00430,Cefpiramide,approved,J01DD11,Cc1cc(O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)cn1,-0.9
DB00431,Lindane,approved|withdrawn,P03AB02,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.72
DB00432,Trifluridine,approved|investigational,L01BC59|S01AD02,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,-0.46
DB00433,Prochlorperazine,approved|vet_approved,N05AB04,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4.88
DB00434,Cyproheptadine,approved,R06AX02,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,4.69
DB00435,Nitric Oxide,approved,R07AX01,[N]=O,0
DB00436,Bendroflumethiazide,approved,C03AB01|C03EA13|G01AE10|C03AA01,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,1.89
DB00437,Allopurinol,approved,M04AA01|M04AA51,Oc1ncnc2[nH]ncc12,-1.8
DB00438,Ceftazidime,approved,J01DD02,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,-1.60
DB00439,Cerivastatin,approved|withdrawn,C10AA06,COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1,3.4
DB00440,Trimethoprim,approved|vet_approved,J01EE03|J01EA01|J04AM08|J01EE01|J01EE04|J01EE02|J01EE05|J01EE07,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,0.91
DB00441,Gemcitabine,approved,L01BC05,Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,-1.4
DB00442,Entecavir,approved|investigational,J05AF10,C=C1C(CO)C(O)CC1n1cnc2c(=O)nc(N)[nH]c21,-0.8
DB00443,Betamethasone,approved|vet_approved,R01AD06|D07BC01|S01BA06|S01BB04|S01CB04|H02AB01|C05AA05|S03CA06|D07XC01|D07AC01|A07EA04|S02BA07|R03BA04|S03BA03|S01CA05|D07CC01,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1.138
DB00444,Teniposide,approved,L01CB02,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,1.24
DB00445,Epirubicin,approved,L01DB03,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,-0.5
DB00446,Chloramphenicol,approved|vet_approved|withdrawn,D06AX02|S02AA01|D10AF03|S01AA01|G01AA05|J01BA01|S03AA08,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,1.14
DB00447,Loracarbef,approved|investigational|withdrawn,J01DC08,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,0.5
DB00448,Lansoprazole,approved|investigational,A02BC03|A02BD02|A02BD07|A02BD09|A02BD10|A02BD03|A02BC53,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,
DB00449,Dipivefrin,approved,S01EA02,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,1.7
DB00450,Droperidol,approved|vet_approved,N05AD08,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,3.50
DB00451,Levothyroxine,approved,H03AA01|H03AA51,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,4
DB00452,Framycetin,approved,D09AA01|R01AX08|S01AA07,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,-7.8
DB00454,Meperidine,approved,N02AB02|N02AB72|N02AB52|N02AG03,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,2.72
DB00455,Loratadine,approved|investigational,R06AX13,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,
DB00456,Cefalotin,approved|investigational|vet_approved,J01DB03,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,0.00
DB00457,Prazosin,approved,C02LE01|C02CA01,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,1.3
DB00458,Imipramine,approved,N06AA02,CN(C)CCCN1c2ccccc2CCc2ccccc21,4.80
DB00459,Acitretin,approved,D05BB02,COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,6.40
DB00460,Verteporfin,approved|investigational,S01LA01,C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)c(CCC(=O)OC)c4C)C1(C)C3=CC=C(C(=O)OC)C1C(=O)OC,2.1
DB00461,Nabumetone,approved,M01AX01,COc1ccc2cc(CCC(C)=O)ccc2c1,2400
DB00462,Methscopolamine bromide,approved,,C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12.[Br-],-2.58
DB00464,Sodium tetradecyl sulfate,approved|investigational,C05BB04,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],
